condition_id,kind,seed,model,persona_richness,action_prompt,interaction_pathway,persona_paraphrase,persona_order,model_decisions,executed_posts,extra_posts,multi_action_outputs,max_actions_in_one_output,jaccard_diversity,unique_text_ratio,mean_word_count,duplicate_text_ratio,strict_jaccard_diversity,strict_unique_text_ratio,strict_mean_word_count,strict_duplicate_text_ratio,tar_action_member,tar_prompt_member
persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7008,qwen3.5-27b-fp8,full-bio,deliberate,open,original,original,120,120,0,0,1,0.9139313471770341,0.9833333333333333,51.34166666666667,0.01666666666666672,0.9139313471770341,0.9833333333333333,51.34166666666667,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7001,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.9121182589303224,0.975,48.30833333333333,0.025000000000000022,0.9121182589303224,0.975,48.30833333333333,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7002,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.9120728633200313,0.975,53.516666666666666,0.025000000000000022,0.9120728633200313,0.975,53.516666666666666,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7003,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.922026548194025,0.9833333333333333,46.90833333333333,0.01666666666666672,0.922026548194025,0.9833333333333333,46.90833333333333,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7004,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.9196796757068438,0.9833333333333333,52.425,0.01666666666666672,0.9196796757068438,0.9833333333333333,52.425,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7005,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.9175801594695618,0.9833333333333333,48.05,0.01666666666666672,0.9175801594695618,0.9833333333333333,48.05,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7006,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.9189745758073125,0.9833333333333333,46.925,0.01666666666666672,0.9189745758073125,0.9833333333333333,46.925,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7007,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.9125970237852666,1.0,50.4,0.0,0.9125970237852666,1.0,50.4,0.0,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7008,qwen3.5-27b-fp8,full-bio,reactive,open,original,original,120,120,0,0,1,0.9113922058998077,0.9833333333333333,52.3,0.01666666666666672,0.9113922058998077,0.9833333333333333,52.3,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7001,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.9134496171127535,0.9666666666666667,52.141666666666666,0.033333333333333326,0.9134496171127535,0.9666666666666667,52.141666666666666,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7002,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.908561430480371,0.9583333333333334,51.49166666666667,0.04166666666666663,0.908561430480371,0.9583333333333334,51.49166666666667,0.04166666666666663,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7003,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.9128836745373075,0.9916666666666667,51.333333333333336,0.008333333333333304,0.9128836745373075,0.9916666666666667,51.333333333333336,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7004,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.9136035072770121,0.975,51.95,0.025000000000000022,0.9136035072770121,0.975,51.95,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7005,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.9108589425547178,0.975,49.15833333333333,0.025000000000000022,0.9108589425547178,0.975,49.15833333333333,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7006,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.9110474490754764,0.9916666666666667,52.78333333333333,0.008333333333333304,0.9110474490754764,0.9916666666666667,52.78333333333333,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7007,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.9013929859282728,0.9833333333333333,52.13333333333333,0.01666666666666672,0.9013929859282728,0.9833333333333333,52.13333333333333,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7008,qwen3.5-27b-fp8,full-bio,engagement-max,open,original,original,120,120,0,0,1,0.9106547698587076,0.9916666666666667,51.483333333333334,0.008333333333333304,0.9106547698587076,0.9916666666666667,51.483333333333334,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-full-bio__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7001,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.8992780610500656,0.9666666666666667,52.31666666666667,0.033333333333333326,0.8992780610500656,0.9666666666666667,52.31666666666667,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7002,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.8919583141058922,0.9833333333333333,52.45,0.01666666666666672,0.8919583141058922,0.9833333333333333,52.45,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7003,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.9003730553525743,0.9916666666666667,52.5,0.008333333333333304,0.9003730553525743,0.9916666666666667,52.5,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7004,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.8944362644256524,1.0,51.983333333333334,0.0,0.8944362644256524,1.0,51.983333333333334,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7005,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.8910948627344468,0.9916666666666667,50.38333333333333,0.008333333333333304,0.8910948627344468,0.9916666666666667,50.38333333333333,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7006,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.898702268047183,1.0,49.99166666666667,0.0,0.898702268047183,1.0,49.99166666666667,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7007,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.8918662342422854,0.975,50.94166666666667,0.025000000000000022,0.8918662342422854,0.975,50.94166666666667,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7008,qwen3.5-27b-fp8,sociopsychological,deliberate,open,original,original,120,120,0,0,1,0.8809457032033821,0.9833333333333333,50.74166666666667,0.01666666666666672,0.8809457032033821,0.9833333333333333,50.74166666666667,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-deliberate__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7001,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.901419717018149,0.9666666666666667,50.266666666666666,0.033333333333333326,0.901419717018149,0.9666666666666667,50.266666666666666,0.033333333333333326,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7002,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.8897311334853942,0.9916666666666667,55.458333333333336,0.008333333333333304,0.8897311334853942,0.9916666666666667,55.458333333333336,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7003,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.8986478416887439,0.9916666666666667,51.525,0.008333333333333304,0.8986478416887439,0.9916666666666667,51.525,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7004,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.8899606761100964,0.975,50.75,0.025000000000000022,0.8899606761100964,0.975,50.75,0.025000000000000022,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7005,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.8994096750927818,0.9833333333333333,50.34166666666667,0.01666666666666672,0.8994096750927818,0.9833333333333333,50.34166666666667,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7006,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.8991702899947719,0.9833333333333333,50.875,0.01666666666666672,0.8991702899947719,0.9833333333333333,50.875,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7007,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.8996378041535382,1.0,52.225,0.0,0.8996378041535382,1.0,52.225,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7008,qwen3.5-27b-fp8,sociopsychological,reactive,open,original,original,120,120,0,0,1,0.8875917559086561,1.0,59.09166666666667,0.0,0.8875917559086561,1.0,59.09166666666667,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-reactive__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7001,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8990943706225694,0.9916666666666667,52.40833333333333,0.008333333333333304,0.8990943706225694,0.9916666666666667,52.40833333333333,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7001/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7002,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8950640336383849,0.9833333333333333,55.625,0.01666666666666672,0.8950640336383849,0.9833333333333333,55.625,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7002/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7003,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8973368740348021,1.0,50.291666666666664,0.0,0.8973368740348021,1.0,50.291666666666664,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7003/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7004,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8888753697824198,1.0,51.75833333333333,0.0,0.8888753697824198,1.0,51.75833333333333,0.0,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7004/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7005,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8924992448176118,0.9916666666666667,48.21666666666667,0.008333333333333304,0.8924992448176118,0.9916666666666667,48.21666666666667,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7005/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7006,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8979937920208112,0.9916666666666667,53.31666666666667,0.008333333333333304,0.8979937920208112,0.9916666666666667,53.31666666666667,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7006/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7007,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8885332814953343,0.9833333333333333,51.775,0.01666666666666672,0.8885332814953343,0.9833333333333333,51.775,0.01666666666666672,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7007/run/prompts_and_responses.jsonl.gz
persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open,variation,7008,qwen3.5-27b-fp8,sociopsychological,engagement-max,open,original,original,120,120,0,0,1,0.8863123570145501,0.9916666666666667,55.791666666666664,0.008333333333333304,0.8863123570145501,0.9916666666666667,55.791666666666664,0.008333333333333304,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/action_events.jsonl.gz,persona_expression/sweeps/runs/persona_richness-sociopsychological__action_prompt-engagement-max__model-qwen3.5-27b-fp8__interaction_pathway-open/seed_7008/run/prompts_and_responses.jsonl.gz
