condition_id,kind,seed,exposure_rule,graph_file,memory_architecture,model,topic,topic_paraphrase,persona_content,prompt_paraphrase,strict_probe_outputs,missing_probe_outputs,probe_calls,complete_probe_trajectory,initial_edge_alignment,final_edge_alignment,edge_alignment_gain,initial_opinion_variance,final_opinion_variance,opinion_variance_change,opinion_volatility,mean_absolute_opinion_shift,credulous_mean_shift,skeptical_mean_shift,credulity_shift_gap,prompt_records,tool_call_decisions,memory_or_probe_prompt_records,generated_nonterminal_actions,executed_nonterminal_actions,unexecuted_generated_calls,unexpected_event_calls,exact_action_sequence_match,unexecuted_call_labels_json,unexpected_event_labels_json,generated_overshoot_turns,generated_calls_above_cap,executed_overshoot_turns,executed_events_above_cap,maximum_generated_calls_in_agent_episode,maximum_executed_events_in_agent_episode,tar_action_member,tar_probe_member,tar_prompt_member
exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions,variation,4002,chrono,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.609375,0.02734375,1.935483870967742,2.563508064516129,0.628024193548387,0.04241071428571429,0.28125,0.5625,0.0,0.5625,1356,908,448,1427,1427,0,0,True,{},{},132,228,132,228,11,11,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions,variation,4003,chrono,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.6015625,0.01953125,1.935483870967742,2.221774193548387,0.286290322580645,0.049107142857142856,0.1875,0.375,0.0,0.375,1310,862,448,1492,1492,0,0,True,{},{},151,308,151,308,10,10,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions,variation,4004,chrono,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.67578125,0.09375,1.935483870967742,2.3225806451612905,0.3870967741935485,0.05803571428571429,0.5,0.625,0.375,0.25,1265,817,448,1640,1640,0,0,True,{},{},203,400,203,400,13,13,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions,variation,4005,chrono,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.58984375,0.0078125,1.935483870967742,2.28125,0.345766129032258,0.020089285714285716,0.15625,0.3125,0.0,0.3125,1297,849,448,1456,1456,0,0,True,{},{},135,221,135,221,14,14,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-ai-decisions/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions,variation,4001,stance-sim,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.56640625,-0.015625,1.935483870967742,2.189516129032258,0.254032258064516,0.013392857142857142,0.125,0.25,0.0,0.25,1304,856,448,553,553,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions,variation,4002,stance-sim,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.52734375,-0.0546875,1.935483870967742,2.4586693548387095,0.5231854838709675,0.024553571428571428,0.21875,0.4375,0.0,0.4375,1267,819,448,502,502,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions,variation,4003,stance-sim,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.55859375,-0.0234375,1.935483870967742,2.216733870967742,0.28125,0.029017857142857144,0.09375,0.1875,0.0,0.1875,1280,832,448,517,517,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions,variation,4004,stance-sim,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,2.224798387096774,0.28931451612903203,0.015625,0.09375,0.1875,0.0,0.1875,1292,844,448,526,526,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions,variation,4005,stance-sim,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.026785714285714284,0.0,0.0,0.0,0.0,1279,831,448,497,497,0,0,True,{},{},3,5,3,5,6,6,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-ai-decisions/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions,variation,4001,recsys,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.026785714285714284,0.0,0.0,0.0,0.0,1287,839,448,1437,1437,0,0,True,{},{},158,333,158,333,16,16,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions,variation,4002,recsys,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.022321428571428572,0.0,0.0,0.0,0.0,1331,883,448,1412,1412,0,0,True,{},{},139,306,139,306,12,12,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions,variation,4003,recsys,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.53515625,-0.046875,1.935483870967742,2.0473790322580645,0.11189516129032251,0.04241071428571429,0.21875,0.375,0.0625,0.3125,1343,895,448,1229,1229,0,0,True,{},{},110,209,110,209,10,10,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions,variation,4004,recsys,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.5546875,-0.02734375,1.935483870967742,1.4838709677419355,-0.4516129032258065,0.05803571428571429,0.5,0.5625,0.4375,0.125,1351,903,448,1282,1282,0,0,True,{},{},115,207,115,207,12,12,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions,variation,4005,recsys,scale-free,window,qwen3.5-27b-fp8,ai-decisions,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,1346,898,448,1224,1224,0,0,True,{},{},98,206,98,206,13,13,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-ai-decisions/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-lifespan,variation,4001,chrono,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.6171875,0.03515625,1.935483870967742,2.1360887096774195,0.2006048387096775,0.046875,0.21875,0.375,0.0625,0.3125,1279,831,448,1585,1585,0,0,True,{},{},164,367,164,367,11,11,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-lifespan,variation,4002,chrono,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.62109375,0.0390625,1.935483870967742,2.53125,0.595766129032258,0.029017857142857144,0.28125,0.5,0.0625,0.4375,1363,915,448,1517,1517,0,0,True,{},{},155,272,155,272,12,12,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-lifespan,variation,4003,chrono,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.62890625,0.046875,1.935483870967742,2.4798387096774195,0.5443548387096775,0.026785714285714284,0.3125,0.5625,0.0625,0.5,1322,874,448,1498,1498,0,0,True,{},{},158,285,158,285,10,10,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-lifespan,variation,4004,chrono,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.6171875,0.03515625,1.935483870967742,2.5806451612903225,0.6451612903225805,0.05803571428571429,0.3125,0.5625,0.0625,0.5,1287,839,448,1504,1504,0,0,True,{},{},154,247,154,247,7,7,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic-lifespan,variation,4005,chrono,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.59375,0.01171875,1.935483870967742,2.087701612903226,0.15221774193548399,0.033482142857142856,0.09375,0.1875,0.0,0.1875,1336,888,448,1452,1452,0,0,True,{},{},135,217,135,217,11,11,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic-lifespan/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,variation,4001,stance-sim,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,2.03125,0.09576612903225801,0.002232142857142857,0.03125,0.0625,0.0,0.0625,1345,897,448,615,615,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,variation,4002,stance-sim,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,2.2893145161290325,0.3538306451612905,0.033482142857142856,0.15625,0.3125,0.0,0.3125,1267,819,448,480,480,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,variation,4003,stance-sim,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.53515625,-0.046875,1.935483870967742,2.2651209677419355,0.3296370967741935,0.024553571428571428,0.15625,0.3125,0.0,0.3125,1210,762,448,416,416,0,0,True,{},{},4,6,4,6,6,6,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,variation,4004,stance-sim,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,2.125,0.189516129032258,0.017857142857142856,0.0625,0.125,0.0,0.125,1329,881,448,599,599,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan,variation,4005,stance-sim,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.5859375,0.00390625,1.935483870967742,2.125,0.189516129032258,0.026785714285714284,0.125,0.1875,0.0625,0.125,1260,812,448,486,486,0,0,True,{},{},1,2,1,2,5,5,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic-lifespan/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-lifespan,variation,4001,recsys,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.5390625,-0.04296875,1.935483870967742,2.2006048387096775,0.2651209677419355,0.029017857142857144,0.15625,0.3125,0.0,0.3125,1355,907,448,1448,1448,0,0,True,{},{},132,263,132,263,14,14,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-lifespan,variation,4002,recsys,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.5859375,0.00390625,1.935483870967742,1.966733870967742,0.03125,0.033482142857142856,0.03125,0.0625,0.0,0.0625,1360,912,448,1517,1517,0,0,True,{},{},150,250,150,250,13,13,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-lifespan,variation,4003,recsys,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1337,889,448,1194,1194,0,0,True,{},{},101,193,101,193,12,12,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-lifespan,variation,4004,recsys,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.59765625,0.015625,1.935483870967742,1.9838709677419355,0.048387096774193505,0.044642857142857144,0.125,0.1875,0.0625,0.125,1375,927,448,1435,1435,0,0,True,{},{},134,206,134,206,9,9,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__topic-lifespan,variation,4005,recsys,scale-free,window,qwen3.5-27b-fp8,lifespan,original,default,default,448,0,448,True,0.58203125,0.56640625,-0.015625,1.935483870967742,1.9314516129032258,-0.0040322580645162365,0.026785714285714284,0.0625,0.125,0.0,0.125,1355,907,448,1601,1601,0,0,True,{},{},162,346,162,346,39,39,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__topic-lifespan/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,variation,4001,chrono,scale-free,window,qwen3.5-27b-fp8,euthanasia,reworded,default,default,448,0,448,True,0.58203125,0.60546875,0.0234375,1.935483870967742,2.4798387096774195,0.5443548387096775,0.026785714285714284,0.25,0.5,0.0,0.5,1141,693,448,1991,1991,0,0,True,{},{},279,745,279,745,12,12,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,variation,4002,chrono,scale-free,window,qwen3.5-27b-fp8,euthanasia,reworded,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,2.03125,0.09576612903225801,0.020089285714285716,0.09375,0.125,0.0625,0.0625,1285,837,448,1530,1530,0,0,True,{},{},167,323,167,323,11,11,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,variation,4003,chrono,scale-free,window,qwen3.5-27b-fp8,euthanasia,reworded,default,default,448,0,448,True,0.58203125,0.60546875,0.0234375,1.935483870967742,2.2006048387096775,0.2651209677419355,0.011160714285714286,0.15625,0.3125,0.0,0.3125,1191,743,448,1871,1871,0,0,True,{},{},224,664,224,664,20,20,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,variation,4004,chrono,scale-free,window,qwen3.5-27b-fp8,euthanasia,reworded,default,default,448,0,448,True,0.58203125,0.59375,0.01171875,1.935483870967742,2.160282258064516,0.22479838709677402,0.015625,0.15625,0.25,0.0625,0.1875,1239,791,448,1410,1410,0,0,True,{},{},141,256,141,256,13,13,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded,variation,4005,chrono,scale-free,window,qwen3.5-27b-fp8,euthanasia,reworded,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,2.0,0.06451612903225801,0.022321428571428572,0.0625,0.0625,0.0625,0.0,1178,730,448,1731,1731,0,0,True,{},{},228,456,228,456,16,16,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__topic_paraphrase-reworded/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded,variation,4001,stance-sim,scale-free,window,qwen3.5-27b-fp8,euthanasia,reworded,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,1.966733870967742,0.03125,0.006696428571428571,0.03125,0.0,0.0625,-0.0625,1195,747,448,380,380,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__topic_paraphrase-reworded/seed_4001/run/prompts_and_responses.jsonl.gz
