condition_id,kind,seed,exposure_rule,graph_file,memory_architecture,model,topic,topic_paraphrase,persona_content,prompt_paraphrase,strict_probe_outputs,missing_probe_outputs,probe_calls,complete_probe_trajectory,initial_edge_alignment,final_edge_alignment,edge_alignment_gain,initial_opinion_variance,final_opinion_variance,opinion_variance_change,opinion_volatility,mean_absolute_opinion_shift,credulous_mean_shift,skeptical_mean_shift,credulity_shift_gap,prompt_records,tool_call_decisions,memory_or_probe_prompt_records,generated_nonterminal_actions,executed_nonterminal_actions,unexecuted_generated_calls,unexpected_event_calls,exact_action_sequence_match,unexecuted_call_labels_json,unexpected_event_labels_json,generated_overshoot_turns,generated_calls_above_cap,executed_overshoot_turns,executed_events_above_cap,maximum_generated_calls_in_agent_episode,maximum_executed_events_in_agent_episode,tar_action_member,tar_probe_member,tar_prompt_member
exposure_rule-recsys-rev__graph_file-random,grid,4001,recsys-rev,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.58203125,-0.03125,1.935483870967742,1.9959677419354838,0.06048387096774177,0.04017857142857143,0.0625,0.125,0.0,0.125,1265,817,448,1438,1438,0,0,True,{},{},163,317,163,317,13,13,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-random,grid,4002,recsys-rev,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.58984375,-0.0234375,1.935483870967742,2.007056451612903,0.07157258064516103,0.015625,0.15625,0.25,0.0625,0.1875,1256,808,448,1384,1384,0,0,True,{},{},169,340,169,340,11,11,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-random,grid,4003,recsys-rev,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.58203125,-0.03125,1.935483870967742,2.1683467741935485,0.2328629032258065,0.05580357142857143,0.34375,0.5625,0.125,0.4375,1225,777,448,1757,1757,0,0,True,{},{},194,608,194,608,14,14,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-random,grid,4004,recsys-rev,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.578125,-0.03515625,1.935483870967742,2.0483870967741935,0.11290322580645151,0.022321428571428572,0.125,0.25,0.0,0.25,1283,835,448,1694,1694,0,0,True,{},{},198,453,198,453,18,18,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys-rev__graph_file-random,grid,4005,recsys-rev,random,window,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.61328125,0.61328125,0.0,1.935483870967742,1.813508064516129,-0.12197580645161299,0.033482142857142856,0.15625,0.3125,0.0,0.3125,1247,799,448,1581,1581,0,0,True,{},{},188,371,188,371,11,11,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys-rev__graph_file-random/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,variation,4001,chrono,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1816,1368,448,1368,1368,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,variation,4002,chrono,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1817,1369,448,1369,1369,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,variation,4003,chrono,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1830,1382,448,1382,1382,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,variation,4004,chrono,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1822,1374,448,1374,1374,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-none,variation,4005,chrono,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1833,1385,448,1385,1385,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-none/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none,variation,4001,stance-sim,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1830,1382,448,1382,1382,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none,variation,4002,stance-sim,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1844,1396,448,1396,1396,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none,variation,4003,stance-sim,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1829,1381,448,1381,1381,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none,variation,4004,stance-sim,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1820,1372,448,1372,1372,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none,variation,4005,stance-sim,scale-free,none,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,1825,1377,448,1377,1377,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-none/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary,variation,4001,chrono,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.59375,0.01171875,1.935483870967742,2.5,0.564516129032258,0.026785714285714284,0.25,0.3125,0.1875,0.125,1418,741,677,2225,2225,0,0,True,{},{},234,935,234,935,30,30,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary,variation,4002,chrono,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6015625,0.01953125,1.935483870967742,2.8024193548387095,0.8669354838709675,0.044642857142857144,0.375,0.6875,0.0625,0.625,1452,769,683,1919,1919,0,0,True,{},{},229,633,229,633,19,19,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary,variation,4003,chrono,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,2.7056451612903225,0.7701612903225805,0.04017857142857143,0.3125,0.5,0.125,0.375,1461,776,685,1907,1907,0,0,True,{},{},219,605,219,605,15,15,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary,variation,4004,chrono,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6171875,0.03515625,1.935483870967742,2.369959677419355,0.434475806451613,0.020089285714285716,0.21875,0.375,0.0625,0.3125,1388,713,675,2131,2131,0,0,True,{},{},285,808,285,808,25,25,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary,variation,4005,chrono,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.6171875,0.03515625,1.935483870967742,2.498991935483871,0.563508064516129,0.015625,0.21875,0.3125,0.125,0.1875,1474,787,687,2027,2027,0,0,True,{},{},218,760,218,760,20,20,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__memory_architecture-summary/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary,variation,4001,stance-sim,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58984375,0.0078125,1.935483870967742,2.087701612903226,0.15221774193548399,0.015625,0.15625,0.1875,0.125,0.0625,1502,809,693,447,447,0,0,True,{},{},1,1,1,1,4,4,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary,variation,4002,stance-sim,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.56640625,-0.015625,1.935483870967742,2.060483870967742,0.125,0.017857142857142856,0.0625,0.125,0.0,0.125,1560,859,701,543,543,0,0,True,{},{},4,4,4,4,4,4,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary,variation,4003,stance-sim,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.966733870967742,0.03125,0.006696428571428571,0.03125,0.0625,0.0,0.0625,1500,807,693,473,473,0,0,True,{},{},0,0,0,0,3,3,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary,variation,4004,stance-sim,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.546875,-0.03515625,1.935483870967742,2.2651209677419355,0.3296370967741935,0.011160714285714286,0.15625,0.3125,0.0,0.3125,1552,852,700,528,528,0,0,True,{},{},3,6,3,6,7,7,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary,variation,4005,stance-sim,scale-free,summary,qwen3.5-27b-fp8,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5625,-0.01953125,1.935483870967742,2.125,0.189516129032258,0.008928571428571428,0.0625,0.125,0.0,0.125,1429,750,679,390,390,0,0,True,{},{},6,10,6,10,7,7,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__memory_architecture-summary/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b,variation,4001,chrono,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.7903225806451613,-0.14516129032258074,0.013392857142857142,0.125,0.125,0.125,0.0,1278,830,448,4174,4173,1,0,False,"{""reply"": 1}",{},338,2755,338,2755,670,670,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b,variation,4002,chrono,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.55859375,-0.0234375,1.935483870967742,1.8296370967741935,-0.10584677419354849,0.015625,0.09375,0.125,0.0625,0.0625,1264,816,448,3702,3702,0,0,True,{},{},344,2287,344,2287,317,317,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b,variation,4003,chrono,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,447,1,448,False,,,,1.935483870967742,,,,,,,,1279,832,447,3520,3520,0,0,True,{},{},336,2112,336,2112,162,162,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b,variation,4004,chrono,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.049107142857142856,0.0,0.0,0.0,0.0,1277,829,448,3653,3652,1,0,False,"{""reply"": 1}",{},343,2232,343,2232,196,196,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b,variation,4005,chrono,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.8669354838709677,-0.06854838709677424,0.044642857142857144,0.0625,0.0625,0.0625,0.0,1290,842,448,3392,3392,0,0,True,{},{},332,1981,332,1981,30,30,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-chrono__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b,variation,4001,stance-sim,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,1.9022177419354838,-0.03326612903225823,0.024553571428571428,0.03125,0.0,0.0625,-0.0625,1457,1009,448,1680,1680,0,0,True,{},{},155,401,155,401,23,23,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b,variation,4002,stance-sim,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.578125,-0.00390625,1.935483870967742,1.9022177419354838,-0.03326612903225823,0.015625,0.03125,0.0625,0.0,0.0625,1480,1032,448,1668,1668,0,0,True,{},{},154,391,154,391,21,21,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4002/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b,variation,4003,stance-sim,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.04017857142857143,0.0,0.0,0.0,0.0,1428,980,448,1508,1508,0,0,True,{},{},134,309,134,309,21,21,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4003/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b,variation,4004,stance-sim,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.57421875,-0.0078125,1.935483870967742,1.8669354838709677,-0.06854838709677424,0.022321428571428572,0.0625,0.0,0.125,-0.125,1471,1023,448,1527,1527,0,0,True,{},{},147,286,147,286,25,25,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4004/run/prompts_and_responses.jsonl.gz
exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b,variation,4005,stance-sim,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.58203125,0.0,1.935483870967742,1.935483870967742,0.0,0.03125,0.0,0.0,0.0,0.0,1472,1024,448,1702,1701,1,0,False,"{""reply"": 1}",{},168,423,168,423,35,35,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-stance-sim__graph_file-scale-free__model-qwen3.5-9b/seed_4005/run/prompts_and_responses.jsonl.gz
exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b,variation,4001,recsys,scale-free,window,qwen3.5-9b,euthanasia,original,default,default,448,0,448,True,0.58203125,0.5703125,-0.01171875,1.935483870967742,1.8669354838709677,-0.06854838709677424,0.022321428571428572,0.0625,0.125,0.0,0.125,1283,835,448,3826,3826,0,0,True,{},{},338,2416,338,2416,686,686,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/action_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/probe_events.jsonl.gz,polarization/sweeps/runs/exposure_rule-recsys__graph_file-scale-free__model-qwen3.5-9b/seed_4001/run/prompts_and_responses.jsonl.gz
